Title,Image Link,Ingredients
Frank's Redhot Xtra Hot Cayenne Pepper Hot Sauce 148ml,https://assets.woolworths.com.au/images/1005/52145.jpg?impolicy=wowsmkqiema&w=260&h=260,"Aged Cayenne Red Peppers (45%), Distilled Vinegar, Water, Salt, Natural Flavour, Garlic Powder"
Mood Tea Get On Up Pineapple & Cinnamon Tea Bags 10 Pack,https://assets.woolworths.com.au/images/1005/225651.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cinnamon (29%), Lemon Balm (21%), Pineapple & Natural Pineapple flavouring, Licorice Root, Siberian Ginseng, Clove"
Cobram Estate Light Olive Oil Extra Virgin 375ml,https://assets.woolworths.com.au/images/1005/302647.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Australian Extra Virgin Olive Oil"
Nescafe Blend 43 Espresso Instant Coffee 300g,https://assets.woolworths.com.au/images/1005/212138.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Natural Coffee Beans."
Cobram Estate Extra Virgin Olive Oil Lemon Infused 250ml,https://assets.woolworths.com.au/images/1005/321599.jpg?impolicy=wowsmkqiema&w=260&h=260,"Australian Extra Virgin Olive Oil, Lemon Oil (<1%)."
Green's Gluten Free Golden Butter Cake Mix 470g,https://assets.woolworths.com.au/images/1005/929287.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Maize Flour, Rice Flour, Maize Starch, Vegetable Fats And Oils [Emulsifiers (471, 477), Antioxidant (307)], Raising Agents (450, Sodium Bicarbonate), Tapioca Starch, Natural Flavours (Contain Milk), Emulsifier (471), Salt, Vegetable Gum (Xanthan), Colour (Annatto)."
Green's Temptations Jumbo Triple Choc Muffin Mix 425g,https://assets.woolworths.com.au/images/1005/145251.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour, Sugar, Dark Chocolate Chips (7%) [Sugar, Cocoa Mass, Cocoa Butter, Emulsifier (Soy Lecithin)], White Chocolate Chips (7%) [Sugar, Cocoa Solids (28%), Milk Solids, Natural Flavour, Emulsifier (Soy Lecithin)], Cocoa Powder (6%), Vegetable Fat [Emulsifiers (471, 477), Antioxidant (307)], Wheat Starch, Raising Agents (450, Sodium Bicarbonate), Non Fat Milk Solids, Thickener (1422), Salt, Natural Flavours, Vegetable Gum (Xanthan)"
Woolworths Free From Gluten Chocolate Cake Mix 430g,https://assets.woolworths.com.au/images/1005/517215.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Maize Flour, Rice Flour, Alkalised Cocoa Powder (5%), Maize Starch, Fractionated Palm Oil, Maltodextrin, Raising Agents (450, 500), Natural Flavours (Vanilla, Chocolate), Sea Salt, Emulsifier (471), Thickener (Xanthan Gum)"
Kettle Chips Native Kakadu Plum Cheddar 150g,https://assets.woolworths.com.au/images/1005/236079.jpg?impolicy=wowsmkqiema&w=260&h=260,"Potatoes, Sunflower and/or Canola Oil, Sugar, Salt, Yeast Extract, Natural Flavours, Spices, Food Acid (Lactic, Citric), Australian Aged Cheddar (Milk), Cocoa Powder, Natural Colour (Paprika Extract), Kakadu Plum Essence."
Macro Fruit & Nut Energy Mix 500g,https://assets.woolworths.com.au/images/1005/355144.jpg?impolicy=wowsmkqiema&w=260&h=260,"Fruits (36%) (Raisins (Sunflower Oil), Dried Dates (Dates, Rice Flour)), Nuts (33%) (Almonds, Cashew Nuts, Walnuts, Pecan Nuts), Seeds (Sunflower, Pepitas)"
Farmers Co. Bush Foods Breakfast Cereal 500g,https://assets.woolworths.com.au/images/1005/170793.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cereals (75%) (Rice Flakes (Rice Flour, Sorghum Flour, Maize Flour, Resistant Dextrin [Maize], Sugar, Golden Syrup, Emulsifier [Sunflower Lecithin], Salt), Whole Grain Rolled Oats, Corn Flakes (Maize Flour, Resistant Dextrin [Maize], Sugar, Golden Syrup, Emulsifier [Sunflower Lecithin], Salt), Puffed Rice (Rice Flour, Sugar, Salt, Golden Syrup), Puffed Wheat), Currants (Currants, Sunflower Oil), Raw Sugar, Fruit Piece (Australian Mango Puree (0.4%), Wild Rosella Extract (<0.1%), Wattleseeds (<0.1%), Forestberry Herb (<0.1%), Lemon Myrtle  (<0.1%)), Honey (1.5%), Macadamias (1%)"
Maharajah's Choice Cinnamon Quills 100g,https://assets.woolworths.com.au/images/1005/798453.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cinnamon Stick"
Moccona Freeze Dried Instant Coffee Rich 200g,https://assets.woolworths.com.au/images/1005/371037.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Coffee Beans"
Angas Park Fruit Mix Medley 375g,https://assets.woolworths.com.au/images/1005/55432.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sultanas, Diced Dried Apricots, Apples, Peach, Pear, Vegetable Oil, Preservative (220, 223)."
Bonne Maman Cherry Conserve 370g,https://assets.woolworths.com.au/images/1005/55874.jpg?impolicy=wowsmkqiema&w=260&h=260,"cherries (50%), sugar, brown cane sugar, concentrated lemon juice, gelling agent (fruit pectins)"
Masterfoods Ground All Spice 30g,https://assets.woolworths.com.au/images/1005/36351.jpg?impolicy=wowsmkqiema&w=260&h=260,"Allspice."
Moccona Plant Based Coffee Sachets Soy Cappuccino 8 Pack,https://assets.woolworths.com.au/images/1005/92219.jpg?impolicy=wowsmkqiema&w=260&h=260,"Soybean powder (Soybean (35%), Dietary Fibre), Sugar, Instant Coffee (10%), Maltodextrin, Cocoa Powder, Salt, Stabiliser (1450), Anticaking Agent (551)."
Carman's Super Berry & Coconut Gourmet Porridge Sachets 320g,https://assets.woolworths.com.au/images/1005/435310.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain Oats 79%, Fruit (Berries Cranberries 6% (Cranberries, Sugar, Sunflower Oil), Goji Berries 3.5%, Blueberries 1%, Coconut 2.5%, Currants), Raw Sugar, Pepitas, Chia Seeds 1%, Natural Flavour."
Macro Organic Fairtrade Ground Coffee Dark 200g,https://assets.woolworths.com.au/images/1005/690359.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Organic Fairtrade Climate Neutral Roasted Arabica Coffee, This product is from 100% Peruvian Green Coffee Beans"
Angas Park Apricots Snack Packs 5pk,https://assets.woolworths.com.au/images/1005/248385.jpg?impolicy=wowsmkqiema&w=260&h=260,"Apricots, Preservative (220)(Sulphites)"
Watermelon Brand Sweet Rice 1kg,https://assets.woolworths.com.au/images/1005/124354.jpg?impolicy=wowsmkqiema&w=260&h=260,"Glutinous rice (Oryza sativa)"
Lao Gan Ma Chili In Oil 210g,https://assets.woolworths.com.au/images/1005/684011.jpg?impolicy=wowsmkqiema&w=260&h=260,"Soybean Oil, Chilli, Peanut (6.2%), Salt, Sugar, Monosodium Glutamate (E621)"
Mckenzie's Chickpea Flour 330g,https://assets.woolworths.com.au/images/1005/897407.jpg?impolicy=wowsmkqiema&w=260&h=260,"Australian chick pea flour (100%)."
Mood Peppermint & Passionflower Tea 10 Pack,https://assets.woolworths.com.au/images/1005/225951.jpg?impolicy=wowsmkqiema&w=260&h=260,"Peppermint (33%), Cinnamon (20%), Licorice Root, Passionflower, Fennel Seed, Ginger, Linden Flower"
Barrs Irn Bru Drink Sparkling Can 330ml,https://assets.woolworths.com.au/images/1005/360834.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Sugar, Carbon Dioxide, Citric Acid, Flavouring Preservative (Sodium Benzoate), Colours (Sunset Yellow, Ponceau 4R), Ammonium Ferric Citrate (0.002%)."
Moro Mild Taste Olive Oil 2.2l,https://assets.woolworths.com.au/images/1005/309547.jpg?impolicy=wowsmkqiema&w=260&h=260,"A blend of Refined Olive Oil and Extra Virgin Olive Oil"
Noya Crunchy Almond Nut Butter 200g,https://assets.woolworths.com.au/images/1005/237244.jpg?impolicy=wowsmkqiema&w=260&h=260,"Lightly Roasted Almonds"
Branston Pickle 310g,https://assets.woolworths.com.au/images/1005/39891.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sweet Pickle With Mixed Vegetables and Spices.          Ingredients:  Vegetables in Variable Proportions (52%) (Carrot, Rutabaga, Onion, Cauliflower), Sugar, Spirit Vinegar, Water, Tomato Puree, Date Paste (Dates, Rice Flour), Salt, Modified Maize Starch, Colour ( Sulphite    Ammonia Caramel), Onion Powder, Concentrated Lemon Juice, Spices, Colouring Food (Roasted  Barley  Malt Extract), Herb and Spice Extracts.        Allergy Advice: for Allergens, See Ingredients in  Bold ."
Hart & Soul Panang Curry 250g,https://assets.woolworths.com.au/images/1005/805178.jpg?impolicy=wowsmkqiema&w=260&h=260,"Panang Sauce: Water, Coconut Milk, Chickpea, Carrot, Peas, Coconut Sugar, Lemongrass, Garlic, Shallot, Galangal, Rice Bran Oil, Chilli, Salt, Kaffir Lime Leaves, Spices.Cooked Supergrains Sachet: Brown Jasmine Rice (40%), Quinoa (2.5%), Red Rice (2.5%), Chia Seed (1.4%), Rice Bran Oil."
Bertolli Organic Extra Virgin Olive Oil Spray 132g,https://assets.woolworths.com.au/images/1005/71795.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Extra Virgin Olive Oil"
Macro Organic Toasted Coconut Clusters 140g,https://assets.woolworths.com.au/images/1005/61845.jpg?impolicy=wowsmkqiema&w=260&h=260,"Toasted and Salted Organic Coconut Chips (51%) (Organic Coconut Flakes, Sea Salt), Organic Pepitas, Organic Sunflower Seeds, Organic Raw Sugar, Organic Rice Malt Syrup, Organic Chia Seeds"
Uncle Tobys Cheerios Honey 520g,https://assets.woolworths.com.au/images/1005/387091.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain Cereals (64%)   Wheat   (31%), Corn (24%),   Oats   (4.5%), Rice (4.5%),   Wheat   Starch, Sugar, Honey (3.5%), Vegetable Oil, Chicory Root Fibre, Colours (Caramel 1, Annatto), Salt, Natural Flavour, Acidity Regulator (Trisodium Phosphate).       Vitamins and Minerals    Minerals (Calcium, Iron, Zinc), Vitamins (C, Niacin, E, B1, B6, B2, Folic Acid).         Contains Wheat, Gluten.    May Contain Rye, Barley, Milk, Soy."
Arnold's Farm Clusters Vanilla Almond 700g,https://assets.woolworths.com.au/images/1005/184975.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain Oats (58%), Rolled Wheat (9%), Glucose, Almonds (7%) (Diced, Sliced), Seeds (5%) (Sunflower Seeds, Pepitas), Raw Sugar, Golden Syrup, Sunflower Oil, Tapioca Starch, Natural Vanilla Flavour, Salt, Antioxidant (Vitamin E)."
Six Fortune Somen Tomoshiraga 400g,https://assets.woolworths.com.au/images/1005/847924.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour, Salt, Water."
Betty Crocker Triple Chocolate Muffin Mix Muffin Mix 500g,https://assets.woolworths.com.au/images/1005/187790.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour, Sugar, Dark Chocolate Chips (8%) (Sugar, Cocoa Mass, Cocoa Butter, Flavour, Emulsifier (Soy Lecithin)), White Chocolate Chips (6%) (Sugar, Milk Solids, Cocoa Butter, Emulsifier (Soy Lecithin), Flavour), Fat-Reduced Cocoa Powder (4%), Vegetable Oil, Modified Maize Starch (1422), Raising Agents (Sodium Bicarbonate, Sodium Acid Pyrophosphate), Maize Starch, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Salt, Thickener (Xanthan Gum), Dark Chocolate contains minimum 39% Cocoa Solids, White Chocolate contains minimum 20% Cocoa Solids"
Mingle All Natural Seasoning Pizza 35g,https://assets.woolworths.com.au/images/1005/259270.jpg?impolicy=wowsmkqiema&w=260&h=260,"Garlic, Onion, Tomato Powder (20%), Sumac, Red Bell Pepper, Smoked Paprika, Thyme (4%), Marjoram (3%), Pink Himalayan Salt, Basil (2%), Cracked Black Pepper, Olive Oil, Parsley (1%)"
Woolworths Cranberry & Nut Mix 200g,https://assets.woolworths.com.au/images/1005/706542.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Nuts (Almonds (39%), Cashews (17%), Sunflower Oil), Cranberries (42%) (Cranberries, Sugar, Sunflower Oil)"
Gerard Family Foods Agave Syrup 345g,https://assets.woolworths.com.au/images/1005/281038.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Organic Agave Syrup"
Carman's Deluxe Muesli Almond & Maple 400g,https://assets.woolworths.com.au/images/1005/64137.jpg?impolicy=wowsmkqiema&w=260&h=260,"(GM free)Seeds 23% (Sunflower, Pepitas), Rice Flakes (Rice Flour, Fructose, Salt), Buckwheat, Puffed Rice (Rice Flour, Rice Bran), Golden Syrup, Almonds 7%, Sunflower Oil, Maple Syrup 2%, Rice Bran Straws, Natural Flavours, Puffed Buckwheat, Molasses, Psyllium Husks, Cinnamon, Vitamin (Vitamin E)."
Kellogg's Nutri-grain Choc Malt Flavour Breakfast Cereal 435g,https://assets.woolworths.com.au/images/1005/260055.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cereals (51%)(wheat flour, oat meal, maize flour), sugar, wheat protein, cocoa powder(2%), maltodextrin, oat fibre, molasses, minerals (calcium carbonate, iron, zinc oxide),vegetable gum (acacia gum), barley malt extract, salt, natural flavour (chocolate), raising agent (potassium bicarbonate), natural colours (paprika, turmeric), vitamins (niacin, vitamin B6, riboflavin, folate)."
Maharajah's Choice Ingredients Ghee Pure 300ml,https://assets.woolworths.com.au/images/1005/223725.jpg?impolicy=wowsmkqiema&w=260&h=260,"Milkfat."
Macy And Tailor Plantain Chips Sea Salt 85g,https://assets.woolworths.com.au/images/1005/306794.jpg?impolicy=wowsmkqiema&w=260&h=260,"Plantain (64%), Sunflower Oil, Sea Salt (1%)"
Loving Earth Organic Plant Based White Wholefood Chocolate 80g,https://assets.woolworths.com.au/images/1005/155235.jpg?impolicy=wowsmkqiema&w=260&h=260,"COCONUT MILK POWDER* (COCONUT MILK*, TAPIOCA MALTODEXTRIN*), CACAO BUTTER*, EVAPORATED COCONUT NECTAR*o, VANILLA POWDER (<1%), CASHEW*, HAZELNUT*, ALMOND*. 37% MIN CACAO *CERTIFIED ORGANIC oDIRECT TRADE."
Maya Kaimal Spicy Vindaloo Indian Simmer Sauce 354g,https://assets.woolworths.com.au/images/1005/129624.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, onion, tomato paste (fresh vine-ripened tomatoes), coconut cream (extracted coconut, water), organic apple cider vinegar, safflower oil, spices (including Tumeric), serrano chilli, ginger, sea salt, garlic, organic tapioca starch, tamarind fruit, brown mustard seeds."
Continental Seasoning Sensations Recipe Base Lebanese Koftas 44g,https://assets.woolworths.com.au/images/1005/217193.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients: Vegetables (23%) (onion (powder, pieces), garlic (7%) (pieces, powder), capsicum (4%)), wheat flour, corn starch, spices (cumin (3%), coriander, paprika, turmeric, black pepper), salt, sugar, herbs (parsley, oregano, rosemary (1%)), natural flavour, yeast extract, vegetable oil. Contains: wheat, gluten. May contain: milk, soy, peanut, tree nuts, egg, sesame, fish, Crustacean, lupin."
Fresh Life Fruit & Nut Mix With Chocolate Peanuts & Sultanas 330g,https://assets.woolworths.com.au/images/1005/310325.jpg?impolicy=wowsmkqiema&w=260&h=260,"Dried Fruit Mix(45%), Sultanas, Dried Cranberries, Raisins, Mixed Nuts(27%),, Almonds, Cashews, Peanuts,, Milk chocolate contains minimum 39%, cocoa solids minimum 15%"
Sacred Grounds Groover Blend Ground Coffee Beans 200g,https://assets.woolworths.com.au/images/1005/96518.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% organic roasted coffee beans."
Masterfoods Chilli Con Carne Recipe Base 170g,https://assets.woolworths.com.au/images/1005/840618.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Tomatoes (from Paste) 22%, Herbs & Spices (Garlic, Paprika 2.5%, Smoked Paprika, Cumin 1.5%, Chilli1.5%, Oregano, Coriander Seed, Pepper) 16%, Capsicum 10%, Sugar, Salt, Thickener (Modified Cornstarch), Acidity Regulator(Citric Acid)."
Mighty Spice Butter Chicken 80g,https://assets.woolworths.com.au/images/1005/840221.jpg?impolicy=wowsmkqiema&w=260&h=260,"Dehydrated Onion (15%), Refined Vegetable Oil (15%), Tomato (15%), Garlic (12%), Coriander Leaves (9%), Spices & Condiments (11%), Sugar (9%), Ginger, lodized Salt, Red Chilli Powder, Turmeric, Acidity Regulator (Acetic Acid)"
Betty Crocker Devil's Food Cake Mix Cake Mix 540g,https://assets.woolworths.com.au/images/1005/760459.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cake Mix (78%): Sugar, Wheat Flour, Fat-Reduced Cocoa Powder (8%), Vegetable Oil, Raising Agents (Sodium Bicarbonate, Calcium Phosphate, Sodium Acid Pyrophosphate), Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Maize Starch, Modified Maize Starch (1422), Salt, Thickener (Xanthan Gum), Chocolate Frosting (22%): Sugar, Vegetable Oil, Water, Invert Sugar Syrup, Fat-Reduced Cocoa Powder (5%), Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Polysorbate 60, Sodium Stearoyl Lactylate), Salt, Preservative (Potassium Sorbate), Mineral Salt (Sodium Acid Pyrophosphate), Food Acid (Citric Acid), Flavour"
Carman's Porridge Almond Pecan Hazelnut 320g,https://assets.woolworths.com.au/images/1005/687777.jpg?impolicy=wowsmkqiema&w=260&h=260,"(GM free & Preservative free)Whole Grains Oats 87%, Nuts (Almonds 5%, Hazelnuts 2.5%, Pecans 1%), Seeds (Linseed, Pepitas)."
Katoomba Urid Dal 1kg,https://assets.woolworths.com.au/images/1005/754842.jpg?impolicy=wowsmkqiema&w=260&h=260,"Urid Dal."
Gourmet Garden Mixed Herbs Lightly Dried 8g Sachet,https://assets.woolworths.com.au/images/1005/476796.jpg?impolicy=wowsmkqiema&w=260&h=260,"Parsley (38%), Basil (37%), Oregano (18%), canola oil, sea salt, antioxidant (ascorbic acid)."
Macro Nuts & Berry Boost Mix 500g,https://assets.woolworths.com.au/images/1005/355141.jpg?impolicy=wowsmkqiema&w=260&h=260,"Nuts (51%) (Almonds, Walnuts), Sultanas (35%) (Sultanas, Sunflower Oil), Goji Berries (8%), Dried Blueberries (6%) (Blueberries, Sugar Cane, Sunflower Oil)"
Maharajah's Choice Garam Masala 250g,https://assets.woolworths.com.au/images/1005/802417.jpg?impolicy=wowsmkqiema&w=260&h=260,"Coriander (30%), Fennel (30%), (40%) -Cumin, Cinnamon, Pepper, Clove, Ginger, Cardamom, Star Aniseed, Bayleaf, Nutmeg, Salt"
Macro Australian Whole Grain Freekeh 500g,https://assets.woolworths.com.au/images/1005/698019.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wholegrain Freekeh"
Fix & Fogg Peanut Butter Super Crunchy 750g,https://assets.woolworths.com.au/images/1005/102301.jpg?impolicy=wowsmkqiema&w=260&h=260,"Hi-oleic peanuts (99.5%), New Zealand sea salt."
Macro Mini Multigrain Rice Cakes Vegan Dark Chocolate 58g,https://assets.woolworths.com.au/images/1005/223734.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grains (67%) (Brown Rice, Buckwheat, Quinoa, Millet), Vegan Dark Chocolate (33%) (Sugar, Cocoa Butter, Cocoa Powder, Cocoa Mass, Emulsifier (Sunflower Lecithin)),"
Mckenzie's Barley & Freekeh 375g,https://assets.woolworths.com.au/images/1005/214129.jpg?impolicy=wowsmkqiema&w=260&h=260,"Barley (50%), Freekeh (Wheat) (50%)"
Olina's Sourdough Crackers Pink Salt & Garlic 110g,https://assets.woolworths.com.au/images/1005/237469.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour, Rye Flour, Unsalted Butter (Milk), Raw Sugar, Sourdough (2.5%), Rye Flour, Water, Mature Sour, Acidifier (260), Pink Sea Salt (1%), Instant Dry Yeast, Garlic Granules (0.5%), Baking Powder, Salt."
Origin Tea Natural Chai Latte Powder 200g,https://assets.woolworths.com.au/images/1005/228342.jpg?impolicy=wowsmkqiema&w=260&h=260,"Raw sugar, cinnamon, cardamom, ginger, cloves, nutmeg, black pepper, star anise"
Health Guru Cauliflower Puffs Vegan Cheddar Cheese 56g,https://assets.woolworths.com.au/images/1005/251961.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cauliflower (50%), Rice, Vegan Cheddar Flavouring (12%)(Maltodextrin, Chickpea Protein, Coconut Oil, Tapioca Starch, Salt, Coconut Sugar, Yeast Extract, Natural Flavour), Corn, Rice Bran Oil."
"Oli & Vine Balsamic, Pomegranate & Extra Virgin Olive Oil Dressing 250ml",https://assets.woolworths.com.au/images/1005/234039.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Pomegranate Juice Concentrate (15%), White Vinegar, Sugar, Extra Virgin Olive Oil (8%), Vegetable Oil (Antioxidant (320)), Balsamic Vinegar (5%) (Grape Vinegar, Concentrated Grape Must, Colour (150d)), Molasses, Salt, Vegetable Gum (415), Natural Colour (Paprika Extract)."
Carman's Protein Rich Australian Oats 500g,https://assets.woolworths.com.au/images/1005/208312.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain Oats, Wheat Protein"
Harris Coffee Ground Very Strong 200g,https://assets.woolworths.com.au/images/1005/91097.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients Not Found"
Plenty Cold Pressed Macadamia Oil 375ml,https://assets.woolworths.com.au/images/1005/137656.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Macadamia Oil"
Betty Crocker Chocolate Cupcake Mix Cupcake Mix 450g,https://assets.woolworths.com.au/images/1005/760495.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cake Mix (73%): Sugar, Wheat Flour, Vegetable Oil, Fat-Reduced Cocoa Powder (5%), Raising Agents (Sodium Bicarbonate, Calcium Phosphate, Sodium Acid Pyrophosphate), Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Maize Starch, Modified Maize Starch (1422), Salt, Thickener (Xanthan Gum), Frosting (27%): Sugar, Vegetable Oil, Water, Invert Sugar Syrup, Fat-Reduced Cocoa Powder (5%), Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Polysorbate 60, Sodium Stearoyl Lactylate), Salt, Preservative (Potassium Sorbate), Mineral Salt, (Sodium Acid Pyrophosphate), Food Acid (Citric Acid), Flavour"
Noshu Less Sugar Peanut & Caramel Nougat Chocolate Bar 42g,https://assets.woolworths.com.au/images/1005/236080.jpg?impolicy=wowsmkqiema&w=260&h=260,"Nougat (40%) Protein Blend (Calcium Caseinate, Whey Protein) (Contains Milk), Polydextrose, Sorbitol, Vegetable Glycerine, Natural Flavours, Sunflower Lecithin, Salt, Peanuts (22%), Milk Chocolate (22%) Cocoa Solids, Non-GMO Erythritol, Milk Solids, Inulin, Steviol Glycosides (Stevia Leaf Extract), Soy Lecithin, Salt, Caramel Layer (16%) Inulin, Soluble Corn Fibre, Caramel Compound (Non-GMO Erythritol, Vegetable Fat, Soy Lecithin, Natural Colour 160c), Milk Solids, Natural Flavours, Monk Fruit Extract, Antioxidant (Mixed Tocopherols)."
Well & Good Chocolate Chip Cookie Mix Gluten Free 400g,https://assets.woolworths.com.au/images/1005/211556.jpg?impolicy=wowsmkqiema&w=260&h=260,"Gluten Free Flour Blend (Potato Starch, Tapioca Starch, Rice Flour, Sodium Bicarbonate, Vegetable Emulsifiers (Mono and Diglycerides), Cellulose Powder), Sugar, Dark Compound Choc Chips (21.7%) (Sugar, Vegetable Fat, Cocoa Powder, Emulsifier (sunflower lecithin)), Iodised Salt, Natural Vanilla Flavour."
Betty Crocker Chocolate Fudge Cake Mix Cake Mix 540g,https://assets.woolworths.com.au/images/1005/760440.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cake Mix (78%): Sugar, Wheat Flour, Vegetable Oil, Fat-Reduced Cocoa Powder (5%), Raising Agents (Sodium Bicarbonate, Calcium Phosphate, Sodium Acid Pyrophosphate), Emulsifier (Mono- and Di-glycerides of Fatty Acids), Maize Starch, Modified Maize Starch (1422), Salt, Thickener (Xanthan Gum), Frosting (22%): Sugar, Vegetable Oil, Water, Invert Sugar Syrup, Fat-reduced Cocoa Powder (5%), Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Polysorbate 60, Sodium Stearoyl Lactylate), Salt, Preservative (Potassium Sorbate), Mineral Salt (Sodium Acid Pyrophosphate), Food Acid (Citric Acid), Flavour"
Arnold's Farm Porridge Sachets Berry Blend 8 Pack,https://assets.woolworths.com.au/images/1005/205729.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain Oats (86%), Sugar, Sweetened Dried Cranberries (1%), Natural Berry Flavour, Freeze Dried Raspberries (0.5%)."
Baci Milk Truffle Share Bag 125g,https://assets.woolworths.com.au/images/1005/152962.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Hazelnuts 26%, Cocoa Butter, Cocoa Mass, Milk Powder, Whey Powder (Milk), Emulsifier (Sunflower Lecithin), Natural Vanilla Flavouring."
Nescafe Farmers Origins Brazil Nespresso Approved Coffee Pods 10 Pack,https://assets.woolworths.com.au/images/1005/151242.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roast & Ground Coffee"
Bc Snacks Milk Chocolate & Hazelnut No Added Sugar Bar 40g,https://assets.woolworths.com.au/images/1005/480238.jpg?impolicy=wowsmkqiema&w=260&h=260,"Hazelnuts 21%, No Added Sugar Milk Chocolate 17% (Sweetener (Maltitol), Cocoa Solids, Milk Solids, Soy Protein Isolate, Emulsifiers (Soy Lecithin, 476), Natural Flavour), Humectant (Maltitol), Dates, Rice Bran, Soluble Corn Fibre, Soy Protein Nuggets (Isolated Soy Protein, Tapioca Starch, Salt), Inulin, Soy Protein Isolate, Sultanas, Dessicated Coconut"
Kettle Native Honey & Orange With Cracked Pepper Chips 150g,https://assets.woolworths.com.au/images/1005/363732.jpg?impolicy=wowsmkqiema&w=260&h=260,"Potatoes, Sunflower andor Canola Oil, Sugar, Salt, Food Acid (Citric), Yeast Extract, Black Pepper, Natural Flavours (Includes Orange Oil, Honey Powder), Garlic Powder, Tasmanian Pepper Leaf, Natural Colour (Paprika Extract)."
Bega Simply Nuts Crunchy 325g,https://assets.woolworths.com.au/images/1005/845906.jpg?impolicy=wowsmkqiema&w=260&h=260,"ROASTED PEANUTS (99.5%), SALT"
Creative Kitchen Mini Flowers Cake Decorations 48 Pack,https://assets.woolworths.com.au/images/1005/828736.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Maize Starch, Egg White Powder, Colours (102, 129, 132)."
Boodles Chocolate 30g,https://assets.woolworths.com.au/images/1005/236344.jpg?impolicy=wowsmkqiema&w=260&h=260,"CHOCOLATE (SUGAR, COCOA SOLIDS (36%), COCONUT MILK POWDER, CHICORY ROOT , SUNFLOWER LECITHIN, NATURAL FLAVOUR), RICE COCOA CRISPS (RICE FLOUR, SUGAR, COCOA POWDER, SALT), SOY PROTEIN COCOA CRISPS (SOY PROTEIN ISOLATE, COCOA POWDER, TAPIOCA STARCH), BUCKWHEAT, QUINOA CRISPS"
Olina's Pita Bites Sweet Chilli 130g,https://assets.woolworths.com.au/images/1005/243343.jpg?impolicy=wowsmkqiema&w=260&h=260,"White Pita Bread (Wheat Flour Vitamins (Thiamin, Folate), Water, Yeast, Iodised Salt), Sunflower Oil, Sweet Chilli Seasoning (7.7%) (Sugar, Corn Starch, Salt, Natural Flavours, Yeast Extract, Yoghurt Powder, Vegetable Powders (Onion & Garlic), Food Acids (Lactic, Citric), Spices & Spice Extracts, Sour Cream Concentrate, Herb Extract)."
